code,term
8H48.00,Gastroenterological referral
8H49.00,Psychiatric referral
8H4A.00,Referred to venereologist
8H4B.00,Referred to rheumatologist
8H4C.00,Referred to chest physician
8H4D.00,Referral to psychogeriatrician
8H4E.00,Referral to oncologist
8H4F.00,Referral to diabetologist
8H4H.00,Refer to clin pharmacologist
8H4J.00,Referred to anaesthetist
8H4K.00,Referred to endocrinologist
8H4L.00,Referred to nephrologist
8H4Z.00,Referral to physician NOS
8H5..00,Referral to surgeon
8H51.00,General surgical referral
8H52.00,Ophthalmological referral
8H53.00,ENT referral
8H54.00,Orthopaedic referral
8H55.00,Neurosurgical referral
8H56.00,Paediatric surgical referral
8H57.00,Obstetric referral
8H58.00,Gynaecological referral
8H59.00,Referred to plastic surgeon
8H5B.00,Referred to urologist
8H5C.00,Referred to thoracic surgeon
8H5D.00,Referred to vascular surgeon
8H5E.00,Burns referral
8H5G.00,Referral to cardiothoracic surgeon
8H5Z.00,Referral to surgeon NOS
8H6..00,Referral to doctor
8H62.00,Referral to G.P.
8H64.00,Refer to house officer
8H65.00,Refer to hospital registrar
8H66.00,Refer to child medical officer
8H67.00,Referred for radiotherapy
8H68.00,Referral to haematologist
8H69.00,Refer to pain clinic
8H6A.00,Refer to terminal care consult
8H6Z.00,Refer to other doctor NOS
8H7A.00,Refer to mental health worker
8H7C.00,Referral to diabetic liaison nurse
8H7F.00,Referred to dentist
8H7I.00,Refer to partner
8H7L.00,Refer for terminal care
8H7N.00,Refer for colposcopy
8H7O.00,Refer to Radiology department
8H7W.00,Referral for counselling for termination of pregnancy
8H7Y.00,Refer to acupuncture
8H7Z.00,Refer to other health worker
8H7c.00,Refer to occupational health department
8H8..00,Follow-up arranged
8H81.00,Follow-up 1 day
8H82.00,Follow-up 2-3 days
8H83.00,Follow-up 4-6 days
8H84.00,Follow-up 1 week
8H85.00,Follow-up 2 weeks
8H86.00,Follow-up 3 weeks
46R4.00,Urine porphobilinogen level
8H87.00,Follow-up 1 month
8H88.00,Follow-up 2-3 months
8H89.00,Follow-up 4-6 months
8H8A.00,Follow-up 7-11 months
8H8B.00,Follow-up 1 year
8H8Z.00,Follow-up arranged NOS
8H9..00,Planned telephone contact
8HA1.00,No follow-up: problem solved
8HA2.00,Return only if necessary
8HA3.00,No follow-up: bad encounter
8HA4.00,Transient patient:no follow-up
8HA5.00,Follow-up encounter refused
8HAZ.00,No follow-up NOS
8HB..00,Other follow-up
8HB1.00,Recall arranged
8HB2.00,Medical follow-up
8HB3.00,Surgical follow-up
8HB5.00,Combined therapy follow-up
8HB6.00,Radiotherapy follow-up
8HB7.00,Chemotherapy follow-up
8HB8.00,Mental therapy follow-up
8HB9.00,Fracture therapy follow-up
8HBB.00,Transplant follow-up
8HBZ.00,Other follow-up NOS
8HC..00,Refer to hospital casualty
8HCZ.00,Refer to hospital casualty NOS
8HD..00,Refer to hospital OPD
8HE..00,Discharged from hospital
8HE1.00,Discharged from outpatients
8HE2.00,Discharged from inpatient care
8HE3.00,Discharged from day-case care
8HE4.00,Discharged from private hospital
8HE5.00,Removed from waiting list
8HE6.00,Delayed discharge to nursing home
8HE7.00,Discharged from hospital within 6 hours of delivery
8HG..00,Died in hospital
8HH..00,Referred - other care
8HH0.00,Arrange care by relative
8HH1.00,Arrange care by neighbour
8HH2.00,Arrange home help
8HH3.00,Arrange meals on wheels
8HH4.00,Arrange care attender
8HH5.00,Refer to domiciliary physiotherapy
8HH6.00,Referral to Macmillan nurse
8HHZ.00,Arrangement of care procedure
8HI..00,Refer - no direct consultation
8HJ..00,Self-referral to hospital
8HJ1.00,General medical self-referral
8HJ2.00,General surgical self-referral
8HJ3.00,Psychiatric self-referral
8HJ4.00,Geriatric self-referral
8HJ5.00,Paediatric self-referral
8HJ6.00,Gynaecological self-referral
8HJ7.00,Obstetric self-referral
8HJ8.00,Orthopaedic self-referral
8HJ9.00,ENT self-referral
8HJB.00,Ophthalmology self-referral
8HJC.00,Rheumatology self-referral
8HJD.00,Dermatology self-referral
8HJE.00,Neurology self-referral
8HJF.00,Urology self-referral
8HJG.00,Radiotherapy self-referral
8HJH.00,Haematology self-referral
8HJI.00,Plastic surgery self-referral
8HJZ.00,Self-referral to hospital NOS
8HK..00,Domiciliary visit requested
8HK1.00,Gen medicine D.V. requested
8HK2.00,Paediatric D.V. requested
8HK3.00,Dermatology D.V. requested
8HK4.00,Cardiology D.V. requested
8HK5.00,Immunology D.V. requested
8HK6.00,Neurology D.V. requested
8HK7.00,Geriatric D.V. requested
8HK8.00,Gastroenterology D.V. requestd
8HK9.00,Psychiatric D.V. requested
8HKA.00,Rheumatology D.V. requested
8HKB.00,Chest medicine D.V. requested
8HKC.00,Psychogeriatrics D.V. requestd
8HKD.00,Oncology D.V. requested
8HKE.00,Diabetology D.V. requested
8HKG.00,General surgery D.V. requested
8HKH.00,Ophthalmology D.V. requested
8HKK.00,Orthopaedic D.V. requested
8HKL.00,Neurosurgical D.V. requested
8HKM.00,Paed surgery D.V. requested
8HKN.00,Obstetric D.V. requested
8HKO.00,Gynaecological D.V. requested
8HKP.00,Plastic surgery D.V. requested
8HKQ.00,Oral surgery D.V. requested
8HKR.00,Urological D.V. requested
8HKZ.00,Domiciliary visit request NOS
8HL..00,Domiciliary visit received
8HL1.00,General medicine D.V. done
8HL2.00,Paediatric D.V. done
8HL3.00,Dermatology D.V. done
8HL4.00,Cardiology domiciliary visit done
8HL5.00,Immunology D.V. done
8HL6.00,Neurology D.V. done
8HL7.00,Geriatric D.V. done
8HL8.00,Gastroenterology D.V. done
8HL9.00,Psychiatry D.V. done
8HLA.00,Rheumatology D.V. done
8HLB.00,Chest medicine domiciliary visit done
8HLC.00,Psychogeriatric D.V. done
8HLD.00,Oncology D.V. done
8HLE.00,Diabetology D.V. done
8HLF.00,Other medical D.V. done
8HLG.00,General surgical D.V. done
8HLH.00,Ophthalmology D.V. done
8HLK.00,Orthopaedic D.V. done
8HLL.00,Neurosurgical D.V. done
8HLM.00,Paediatric surgical D.V. done
8HLN.00,Obstetric D.V. done
8HLO.00,Gynaecological D.V. done
8HLP.00,Plastic surgery D.V. done
8HLQ.00,Oral surgery D.V. done
8HLR.00,Urological D.V. done
8HLS.00,Other surgical D.V. done
8HLZ.00,Domiciliary visit done NOS
8HM1.00,Listed for General Medicine admission
8HM2.00,Listed for Paediatric admission
8HM3.00,Listed for Dermatology admission
8HM4.00,Listed for Cardiology admission
8HM5.00,Listed for Immunology admission
8HM6.00,Listed for Neurology admission
8HM7.00,Listed for Geriatrics admission
8HM8.00,Listed for gastroenterology admission
8HM9.00,Listed for Psychiatric admission
8HMA.00,Listed for Rheumatology admission
8HMB.00,Listed for Chest Med admission
8HMC.00,Listed for psychogeriatric admission
8HMD.00,Listed for Oncology admission
8HME.00,Listed for Diabetology admission
8HMF.00,Listed for other medical admis
8HMG.00,Listed for General Surgery admission
8HMH.00,Listed for ophthalmology admission
8HMK.00,Listed for Orthopaedic admission
8HMM.00,Listed for Paed Surgery admiss
8HMN.00,Listed for Obstetric admission
8HMO.00,Listed for Gynae admission
8HMP.00,Listed for Plastic Surgery admission
8HMQ.00,Listed for Oral Surgery admission
8HMR.00,Listed for Urology admission
8HMS.00,Listed for other surgical admn
8HMZ.00,Listed for hosp admission NOS
8HO..00,Admission funding status
8HO1.00,Admission fundable procedure
8HOZ.00,Admission funding status NOS
8HP1.00,Referral for haematology test
8HP2.00,Refer for microbiological test
8HP3.00,Refer for biochemical test
8HP5.00,Refer for thyroid test
8HP6.00,Refer for cytological test
8HP7.00,Refer for histology
8HP8.00,Refer for serological testing
8HP9.00,Refer for immunological test
8HPZ.00,Referral for lab test NOS
8HQ..00,Refer for imaging
8HQ1.00,Refer for X-ray
8HQ2.00,Refer for ultrasound investigation
8HQ3.00,Refer for NMR scanning
8HQ4.00,Refer for CAT scanning
8HQ5.00,Refer for medical photography
8HQ6.00,Refer for angiogram
8HQZ.00,Refer for imaging NOS
8HR1.00,Refer for ECG recording
8HR2.00,Refer for audiometry
8HR3.00,Refer for nerve conduct study
8HR4.00,Refer for lung function test
8HR5.00,Refer for EEG
8HR6.00,Refer to urodynamic studies
8HR7.00,Refer for vascular studies
8HRZ.00,Referral for physiology investigation
8HS0.00,Referral for sigmoidoscopy
8HT..00,Referral to clinic
8HT1.00,Referral to lipid clinic
8HT3.00,Referral to audiology clinic
8HT4.00,Referral to orthodontic clinic
8HT5.00,Referral to hypertension clinic
8HT6.00,Referral to developmental clinic
8HT7.00,Referral to varicose vein clinic
8HT8.00,Referral to mammography clinic
8HT9.00,Referral to antenatal clinic
8HTA.00,Referral to postnatal clinic
8HTB.00,Referral to fertility clinic
8HTC.00,Referral to well woman clinic
8HTD.00,Referral to family planning clinic
8HTE.00,Referral to other clinic
8HTF.00,Referral to emergency clinic
8HTG.00,Referred to acute chest pain clinic
8HTH.00,Referral to back pain clinic
8HTZ.00,Referral to clinic NOS
8HU..00,Referral for other investigation
8HU0.00,Referral for bronchoscopy
8HU1.00,Referral for colonoscopy
8HV0.00,Private referral to general surgeon
8HV1.00,Private referral to ophthalmologist
8HV2.00,Private referral to ENT surgeon
8HV3.00,Private referral to orthopaedic surgeon
8HV4.00,Private referral to neurosurgeon
8HV5.00,Private referral to paediatric surgeon
8HV6.00,Private referral to obstetrician
8HV7.00,Private referral to gynaecologist
8HV8.00,Private referral to plastic surgeon
8HV9.00,Private referral to oral surgeon
8HVA.00,Private referral to urologist
8HVB.00,Private referral to thoracic surgeon
8HVC.00,Private referral to vascular surgeon
8HVD.00,Private referral to maxillofacial surgeon
8HVE.00,Private referral cardiothoracic surgeon
8HVF.00,Private referral to physician
8HVG.00,Private referral to general physician
8HVH.00,Private referral to paediatrician
8HVI.00,Private referral to dermatologist
8HVJ.00,Private referral to cardiologist
8HVK.00,Private referral to immunologist
8HVL.00,Private referral to neurologist
8HVM.00,Private referral to geriatrician
8HVN.00,Private referral to gastroenterologist
8HVO.00,Private referral to psychiatrist
8HVP.00,Private referral to venereologist
8HVQ.00,Private referral to rheumatologist
8HVR.00,Private referral to chest physician
8HVS.00,Private referral to psychogeriatrician
8HVT.00,Private referral to oncologist
8HVU.00,Private referral to diabetologist
8HVV.00,Private referral to radiotherapist
8HVW.00,Private referral to clinical pharmacologist
8HVX.00,Private referral to geneticist
8HVY.00,Private referral to anaesthetist
8HVZ.00,Private referral to endocrinologist
8HVa.00,Private referral to nephrologist
8HW..00,Referral by nurse
8HX0.00,Urgent admission to hospice
8HX1.00,Routine admission to hospice
8HX2.00,Admission to hospice for respite
8HZ..00,Further care referral NOS
8HZ0.00,Referral needed
8I12.00,No home medical services
8I13.00,Awaiting admission elsewhere
8I1Z.00,Medical care unavailable NOS
8I2..00,Procedure contraindicated
8I22.00,Sensitivity C/I to procedure
8I2Z.00,Procedure contraindicated NOS
8I3..00,Procedure refused
8I31.00,Procedure refused - religion
8I35.00,Assessment examination refused
8I3Z.00,Refuse procedure NOS
8I5..00,Care/help refused by patient
8I51.00,Patient refuses day hospital
8I52.00,Refuses meals on wheels
8I53.00,Social Services help refused
8I54.00,Patient refuses hospital admit
8I6..00,Treatment not indicated
8I60.00,Surgery not indicated
8I61.00,Drug treatment not indicated
8I6Z.00,Treatment not indicated NOS
8IZ..00,Procedure not carried out NOS
8J...00,Radiotherapy treatment groups
8K...00,Body surface points
8L...00,Operative procedure planned
8L0..00,"Ear, nose and throat operation planned"
8L00.00,Adenoidectomy planned
8L01.00,Tonsillectomy planned
8L1..00,Cholecystectomy planned
8L2..00,Varicose vein operation planned
8L3..00,Herniotomy planned
8L4..00,Heart operation planned
8L5..00,Renal/urological operation planned
8L50.00,Renal transplant planned
8L51.00,Prostatectomy planned
8L6..00,Vasectomy planned
8L7..00,Gynaecological operation planned
8L70.00,Hysterectomy planned
8L71.00,Dilatation and curettage planned
8L8..00,Orthopaedic operation planned
8L80.00,Hip replacement planned
8L9..00,Biopsy planned
8LA..00,Excision planned
8M...00,Patient requested procedure
8M0..00,Sterilisation requested
8M00.00,Vasectomy requested
8M1..00,Reversal sterilisation requested
8M10.00,Reversal vasectomy requested
8M2..00,Cosmetic surgery requested
8M3..00,Circumcision requested
8M4..00,Patient requested treatment
8M5..00,Patient requested epidural
8M6..00,Requests pregnancy termination
8P0..00,Removal of skin sutures/clips
8Z...00,Other therapy procedure NOS
44I5.00,Serum sodium level
46M4.00,Urine sodium level
H312.00,Obstructive chronic bronchitis
A00z.00,Cholera NOS
A01..00,Typhoid and paratyphoid fevers
A01z.00,Paratyphoid fever NOS
A02..00,Other salmonella infections
A02y.00,Other specified salmonella infection
A02z.00,Salmonella infection
A031.00,Shigella flexneri
A032.00,Shigella boydii (group C)
A03y.00,Other specified shigella infection
A03z.00,Shigellosis NOS
A04..00,Other bacterial food poisoning
A043.00,Other Clostridia causing food poisoning
A04y.00,Other specified bacterial food poisoning
A04z.00,Food poisoning NOS
A050.00,Acute amoebic dysentery
A051.00,Chronic intestinal amoebiasis
A05y.00,Amoebic infection of other sites
A05z.00,Amoebiasis NOS
A06..00,Protozoal intestinal disease
A06y.00,Other specified protozoal intestinal diseases
A06z.00,Protozoal intestinal diseases NOS
A07..00,Intestinal infection due to other organisms
A071.00,Arizona paracolon gastrointestinal tract infection
A073.00,Proteus gastrointestinal tract infection
A074.00,Bacterial intestinal infectious disease
A075.00,Unspecified bacterial enteritis
A080.00,"Infectious colitis, enteritis and gastroenteritis"
A0y..00,Other specified infectious diseases of intestinal tract
A0z..00,Intestinal tract infectious disease NOS
A101.00,Tuberculous pleurisy in primary progressive tuberculosis
A10y.00,Primary progressive tuberculosis
A10z.00,Primary tuberculous infection NOS
A110.00,Infiltrative lung tuberculosis
A112.00,Tuberculosis of lung with cavitation
A113.00,Tuberculosis of bronchus
A11y.00,Other specified pulmonary tuberculosis
A11z.00,Pulmonary tuberculosis NOS
A12..00,Other respiratory tuberculosis
A120.00,Tuberculous pleurisy
A122.00,Isolated tracheobronchial tuberculosis
A12y.00,Other specified respiratory tuberculosis
A133.00,Tuberculous abscess of brain
A136.00,Tuberculous encephalitis or myelitis
A13y.00,Other specified tuberculosis of central nervous system
A13z.00,Tuberculosis of central nervous system
A14..00,"Tuberculosis of intestines, peritoneum and mesenteric glands"
A14y.00,Other gastrointestinal tract tuberculosis
A14z.00,Tuberculosis of gastrointestinal tract
A153.00,Tuberculosis limb bones - Tuberculous dactylitis
A15x.00,Tuberculosis of other specified bones
A15y.00,Tuberculosis of joint
A15z.00,Tuberculosis of bones or joints NOS
A163.00,Tuberculosis of urinary organs
A165.00,Tuberculosis of male genital organs
A166.00,Tuberculous oophoritis or salpingitis
A167.00,Tuberculosis of female genital organs
A16z.00,Genitourinary tuberculosis NOS
A17..00,Tuberculosis of other organs
A174.00,Tuberculosis of ear
A176.00,Tuberculosis of adrenal glands - Addison's disease
A17y.00,Tuberculosis of other specified organs
A17z.00,Tuberculosis of other organs NOS
A180.00,Acute miliary tuberculosis
A18y.00,Other specified miliary tuberculosis
A18z.00,Miliary tuberculosis NOS
A1y..00,Other specified tuberculosis
A1z..00,Tuberculosis NOS
A205.00,Pneumonic plague
A206.00,Plague meningitis
A20y.00,Other specified plague types
AB11.00,Tinea nigra
A20z.00,Plague unspecified
A21y.00,Other specified tularaemia
A22y.00,Other specified anthrax manifestations
A22z.00,Anthrax NOS
A23y.00,Other brucellosis
A23z.00,Brucellosis NOS
A250.00,Acute and fulminating melioidosis
A251.00,Subacute and chronic melioidosis
A26z.00,Rat bite fever
A27..00,Other zoonotic bacterial disease
A273.00,Extraintestinal yersiniosis
A27y.00,Other specified zoonotic bacterial disease
A27z.00,Other zoonotic bacterial disease NOS
A2y..00,Other specified zoonotic bacterial diseases
A2z..00,Zoonotic bacterial disease NOS
A3A..00,Other bacterial diseases
A30y.00,Other leprosy
A30z.00,Leprosy NOS
A31..00,Mycobacterial disease
A31y.00,Other specified mycobacterial disease
